file,start_time,end_time,calltype_Cheer,calltype_A,calltype_Check,calltype_B,calltype_K,calltype_C,calltype_Chits,calltype_D,calltype_J,calltype_G,calltype_E
/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_2_trim.WAV,42.0,45.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_2_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_2_trim.WAV,54.0,57.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL28_Trial_2_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ15_Trial_2_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,0.0,3.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,3.0,6.0,True,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,6.0,9.0,True,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,9.0,12.0,True,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,12.0,15.0,False,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,15.0,18.0,True,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,18.0,21.0,False,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,21.0,24.0,False,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,24.0,27.0,False,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,27.0,30.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,30.0,33.0,False,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,33.0,36.0,False,0,False,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,36.0,39.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,39.0,42.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,42.0,45.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,45.0,48.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,54.0,57.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL23_Trial_2_trim.WAV,57.0,60.0,False,0,True,False,False,1,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,12.0,15.0,True,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,27.0,30.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL22_Trial_3_trim.WAV,57.0,60.0,True,0,False,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,3.0,6.0,False,0,False,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,24.0,27.0,False,0,False,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,39.0,42.0,False,0,False,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,54.0,57.0,False,0,False,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL38_Trial_2_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,21.0,24.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,24.0,27.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_2_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,1
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,3.0,6.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,6.0,9.0,False,1,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,9.0,12.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,12.0,15.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,18.0,21.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,21.0,24.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,27.0,30.0,True,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL50_Trial_2_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,1,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,3.0,6.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,6.0,9.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,9.0,12.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,12.0,15.0,True,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,27.0,30.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,33.0,36.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,36.0,39.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,39.0,42.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/SL35_Trial_1_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,0.0,3.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,6.0,9.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,15.0,18.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,27.0,30.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,30.0,33.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,33.0,36.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,39.0,42.0,False,0,False,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,42.0,45.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,48.0,51.0,False,0,True,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,51.0,54.0,False,0,False,False,False,0,True,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,54.0,57.0,False,0,False,False,False,0,False,0,False,False,0
/mnt/class_data/Shelby/One_Minute_Audio/AZ08_Trial_2_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,0,False,False,0
